지점,지점명,일시,기온(°C),지면온도(°C)
232,천안,2020-01-04 22:00,-2.5,-1.4
232,천안,2020-01-04 23:00,-2.6,-1.6
232,천안,2020-01-05 00:00,-3.3,-1.7
232,천안,2020-01-05 01:00,-4.5,-2
232,천안,2020-01-05 02:00,-4.8,-2.2
232,천안,2020-01-05 03:00,-5.2,-2.4
232,천안,2020-01-05 04:00,-5.6,-2.7
232,천안,2020-01-05 05:00,-6.1,-3.1
232,천안,2020-01-05 06:00,-6.7,-3.5
232,천안,2020-01-05 07:00,-6.9,-3.8
232,천안,2020-01-05 08:00,-7.1,-3.9
232,천안,2020-01-05 09:00,-5.6,-2.3
232,천안,2020-01-05 10:00,-2.9,.2
232,천안,2020-01-05 11:00,.9,.9
232,천안,2020-01-05 12:00,3.6,2.3
232,천안,2020-01-05 13:00,4.7,3.4
232,천안,2020-01-05 14:00,6.3,4.4
232,천안,2020-01-05 15:00,6.7,3.6
232,천안,2020-01-05 16:00,6.5,2.2
232,천안,2020-01-05 17:00,5.6,.4
232,천안,2020-01-05 18:00,4,.2
232,천안,2020-01-05 19:00,1.7,.1
232,천안,2020-01-05 20:00,1.1,.1
232,천안,2020-01-05 21:00,.3,-.3
232,천안,2020-01-05 22:00,-1,-.7
232,천안,2020-01-05 23:00,-2,-.7
232,천안,2020-01-06 00:00,-2.4,-.8
232,천안,2020-01-06 01:00,-2.1,-.5
232,천안,2020-01-06 02:00,-1.6,-.3
232,천안,2020-01-06 03:00,-1.2,-.2
232,천안,2020-01-06 04:00,-1,-.1
232,천안,2020-01-06 05:00,-.7,-.1
232,천안,2020-01-06 06:00,.1,-.1
232,천안,2020-01-06 07:00,.2,0
232,천안,2020-01-06 08:00,.7,.1
232,천안,2020-01-06 09:00,.7,.2
232,천안,2020-01-06 10:00,1.5,.4
232,천안,2020-01-06 11:00,2.9,.6
232,천안,2020-01-06 12:00,3.4,.7
232,천안,2020-01-06 13:00,2.9,1
232,천안,2020-01-06 14:00,3.5,2.1
232,천안,2020-01-06 15:00,3.8,2.4
232,천안,2020-01-06 16:00,3.9,2.8
232,천안,2020-01-06 17:00,4.1,2.7
232,천안,2020-01-06 18:00,4,2.8
232,천안,2020-01-06 19:00,3.9,2.9
232,천안,2020-01-06 20:00,4.3,3.1
232,천안,2020-01-06 21:00,4.4,3.2
232,천안,2020-01-06 22:00,4.8,3.5
232,천안,2020-01-06 23:00,4.9,3.6
232,천안,2020-01-07 00:00,5.2,3.9
232,천안,2020-01-07 01:00,5.4,4
232,천안,2020-01-07 02:00,5.4,4.2
232,천안,2020-01-07 03:00,6.1,4.5
232,천안,2020-01-07 04:00,6,4.5
232,천안,2020-01-07 05:00,5.8,4.6
232,천안,2020-01-07 06:00,6.2,4.8
232,천안,2020-01-07 07:00,6.4,5
232,천안,2020-01-07 08:00,6.4,5.1
232,천안,2020-01-07 09:00,6.7,5.3
232,천안,2020-01-07 10:00,7,5.7
232,천안,2020-01-07 11:00,7.4,6.2
232,천안,2020-01-07 12:00,7.8,6.6
232,천안,2020-01-07 13:00,8,6.7
232,천안,2020-01-07 14:00,8.3,7.2
232,천안,2020-01-07 15:00,8.5,7
232,천안,2020-01-07 16:00,8.7,7.3
232,천안,2020-01-07 17:00,8.8,7.3
232,천안,2020-01-07 18:00,9.1,7.4
232,천안,2020-01-07 19:00,9.5,7.5
232,천안,2020-01-07 20:00,10.5,7.8
232,천안,2020-01-07 21:00,10.3,7.8
232,천안,2020-01-07 22:00,13.5,8.8
232,천안,2020-01-07 23:00,12.7,9.3
232,천안,2020-01-08 00:00,11.5,9.1
232,천안,2020-01-08 01:00,10.9,8.7
232,천안,2020-01-08 02:00,7.8,7
232,천안,2020-01-08 03:00,7,6.5
232,천안,2020-01-08 04:00,5.6,5.7
232,천안,2020-01-08 05:00,5,5
232,천안,2020-01-08 06:00,4.3,4.5
232,천안,2020-01-08 07:00,4.1,4.4
232,천안,2020-01-08 08:00,3.9,4.2
232,천안,2020-01-08 09:00,3.9,4.3
232,천안,2020-01-08 10:00,3.8,4.7
232,천안,2020-01-08 11:00,3.8,5.4
232,천안,2020-01-08 12:00,3.7,4.9
232,천안,2020-01-08 13:00,3.9,4.7
232,천안,2020-01-08 14:00,3.9,4.6
232,천안,2020-01-08 15:00,3.8,4.6
232,천안,2020-01-08 16:00,3.5,4.2
232,천안,2020-01-08 17:00,3.4,3.9
232,천안,2020-01-08 18:00,3.1,3.7
232,천안,2020-01-08 19:00,3,3.4
232,천안,2020-01-08 20:00,2.7,3.1
232,천안,2020-01-08 21:00,2.7,2.8
232,천안,2020-01-08 22:00,2.4,2.3
232,천안,2020-01-08 23:00,2.1,2
232,천안,2020-01-09 00:00,1.4,1.8
232,천안,2020-01-09 01:00,1.1,1.3
232,천안,2020-01-09 02:00,.6,.4
232,천안,2020-01-09 03:00,.2,.3
232,천안,2020-01-09 04:00,.3,.4
232,천안,2020-01-09 05:00,0,.3
232,천안,2020-01-09 06:00,-.2,.3
232,천안,2020-01-09 07:00,0,.3
232,천안,2020-01-09 08:00,-.1,.3
232,천안,2020-01-09 09:00,.2,.4
232,천안,2020-01-09 10:00,.9,1.6
232,천안,2020-01-09 11:00,2,5.9
232,천안,2020-01-09 12:00,2.2,7.9
232,천안,2020-01-09 13:00,1.7,6.1
232,천안,2020-01-09 14:00,3,9
232,천안,2020-01-09 15:00,2.2,5.9
232,천안,2020-01-09 16:00,2.2,4.6
232,천안,2020-01-09 17:00,1.5,2.8
232,천안,2020-01-09 18:00,.5,.7
232,천안,2020-01-09 19:00,-.3,-.2
232,천안,2020-01-09 20:00,-1,.1
232,천안,2020-01-09 21:00,-1.9,-.1
232,천안,2020-01-09 22:00,-2.7,-.4
232,천안,2020-01-09 23:00,-3.2,-.6
232,천안,2020-01-10 00:00,-4,-1
232,천안,2020-01-10 01:00,-4.2,-1.2
232,천안,2020-01-10 02:00,-4.6,-1.5
232,천안,2020-01-10 03:00,-4.9,-1.6
232,천안,2020-01-10 04:00,-5.2,-1.7
232,천안,2020-01-10 05:00,-5.1,-1.8
232,천안,2020-01-10 06:00,-5.4,-2
232,천안,2020-01-10 07:00,-5.6,-1.9
232,천안,2020-01-10 08:00,-5.6,-2.2
232,천안,2020-01-10 09:00,-4.1,-.3
232,천안,2020-01-10 10:00,-2.2,.4
232,천안,2020-01-10 11:00,-.2,.4
232,천안,2020-01-10 12:00,1.5,.7
232,천안,2020-01-10 13:00,3.2,2.5
232,천안,2020-01-10 14:00,4.9,6
232,천안,2020-01-10 15:00,5.1,6.6
232,천안,2020-01-10 16:00,4.7,5.1
232,천안,2020-01-10 17:00,3.5,2.2
232,천안,2020-01-10 18:00,1.8,.1
232,천안,2020-01-10 19:00,-.2,.2
232,천안,2020-01-10 20:00,-1.3,-.1
232,천안,2020-01-10 21:00,-1.8,-.4
232,천안,2020-01-10 22:00,-2.1,-.9
232,천안,2020-01-10 23:00,-2.6,-1.3
232,천안,2020-01-11 00:00,-2.9,-1.8
232,천안,2020-01-11 01:00,-3.1,-2
232,천안,2020-01-11 02:00,-3.8,-2.5
232,천안,2020-01-11 03:00,-3.8,-2.7
232,천안,2020-01-11 04:00,-4.4,-3
232,천안,2020-01-11 05:00,-4.5,-3.2
232,천안,2020-01-11 06:00,-4.9,-3.2
232,천안,2020-01-11 07:00,-5.4,-3.6
232,천안,2020-01-11 08:00,-5.2,-3.3
232,천안,2020-01-11 09:00,-4.3,-1
232,천안,2020-01-11 10:00,-2,.4
232,천안,2020-01-11 11:00,.7,.4
232,천안,2020-01-11 12:00,3,.7
232,천안,2020-01-11 13:00,4.6,4.3
232,천안,2020-01-11 14:00,5.1,8.3
232,천안,2020-01-11 15:00,5.2,7.5
232,천안,2020-01-11 16:00,5,6.5
232,천안,2020-01-11 17:00,3.4,2.3
232,천안,2020-01-11 18:00,1.9,-.2
232,천안,2020-01-11 19:00,.9,0
232,천안,2020-01-11 20:00,.3,-.1
232,천안,2020-01-11 21:00,.3,-.1
232,천안,2020-01-11 22:00,0,-.2
232,천안,2020-01-11 23:00,-.5,-.5
232,천안,2020-01-12 00:00,-.7,-.5
232,천안,2020-01-12 01:00,-.9,-.4
232,천안,2020-01-12 02:00,-1,-.6
232,천안,2020-01-12 03:00,-1,-.4
232,천안,2020-01-12 04:00,-.8,-.4
232,천안,2020-01-12 05:00,-.9,-.9
232,천안,2020-01-12 06:00,-.9,-1.4
232,천안,2020-01-12 07:00,-2.2,-2.7
232,천안,2020-01-12 08:00,-2.7,-2.6
232,천안,2020-01-12 09:00,-1.9,0
232,천안,2020-01-12 10:00,0,.6
232,천안,2020-01-12 11:00,1,.9
232,천안,2020-01-12 12:00,1.4,2.2
232,천안,2020-01-12 13:00,2.5,5.6
232,천안,2020-01-12 14:00,3.1,7
232,천안,2020-01-12 15:00,3.4,6.4
232,천안,2020-01-12 16:00,2.8,3.7
232,천안,2020-01-12 17:00,2.1,1.4
232,천안,2020-01-12 18:00,1.1,.2
232,천안,2020-01-12 19:00,1.4,.3
232,천안,2020-01-12 20:00,.6,-.4
232,천안,2020-01-12 21:00,.6,-1
232,천안,2020-01-12 22:00,.4,-1.4
232,천안,2020-01-12 23:00,.3,-1.4
232,천안,2020-01-13 00:00,.5,-.6
232,천안,2020-01-13 01:00,.4,-.4
232,천안,2020-01-13 02:00,-.1,-.8
232,천안,2020-01-13 03:00,-.4,-1
232,천안,2020-01-13 04:00,-.5,-.8
232,천안,2020-01-13 05:00,-.6,-1
232,천안,2020-01-13 06:00,-.8,-1
232,천안,2020-01-13 07:00,-1.3,-1.1
232,천안,2020-01-13 08:00,-1.8,-1.4
232,천안,2020-01-13 09:00,-1.4,-.7
232,천안,2020-01-13 10:00,-.2,.2
232,천안,2020-01-13 11:00,-.9,.3
232,천안,2020-01-13 12:00,.5,3.9
232,천안,2020-01-13 13:00,1.5,6.7
232,천안,2020-01-13 14:00,.6,2.9
232,천안,2020-01-13 15:00,1.6,5.4
232,천안,2020-01-13 16:00,.8,3
232,천안,2020-01-13 17:00,-.2,.1
232,천안,2020-01-13 18:00,-1.2,-1.2
232,천안,2020-01-13 19:00,-1.7,-2.8
232,천안,2020-01-13 20:00,-2,-3.2
232,천안,2020-01-13 21:00,-3,-3.6
232,천안,2020-01-13 22:00,-4,-3.6
232,천안,2020-01-13 23:00,-4.7,-3.5
232,천안,2020-01-14 00:00,-4.9,-3
232,천안,2020-01-14 01:00,-4.9,-3.1
232,천안,2020-01-14 02:00,-4.7,-2
232,천안,2020-01-14 03:00,-4.6,-2.9
232,천안,2020-01-14 04:00,-4.7,-2.2
232,천안,2020-01-14 05:00,-4.6,-2.4
232,천안,2020-01-14 06:00,-5.3,-3.9
232,천안,2020-01-14 07:00,-6,-4.1
232,천안,2020-01-14 08:00,-6.2,-3.9
232,천안,2020-01-14 09:00,-4.8,-1.7
232,천안,2020-01-14 10:00,-2.8,.2
232,천안,2020-01-14 11:00,-.7,.8
232,천안,2020-01-14 12:00,1.6,2
232,천안,2020-01-14 13:00,2.8,2.1
232,천안,2020-01-14 14:00,3.1,1.9
232,천안,2020-01-14 15:00,2.9,2.2
232,천안,2020-01-14 16:00,2.6,1.7
232,천안,2020-01-14 17:00,1.8,.1
232,천안,2020-01-14 18:00,.3,-.2
232,천안,2020-01-14 19:00,-.4,-.7
232,천안,2020-01-14 20:00,-.3,-.9
232,천안,2020-01-14 21:00,-1,-1.1
232,천안,2020-01-14 22:00,-2.5,-1.3
232,천안,2020-01-14 23:00,-3.1,-1.5
232,천안,2020-01-15 00:00,-4.3,-1.7
232,천안,2020-01-15 01:00,-4.8,-1.9
232,천안,2020-01-15 02:00,-5.6,-2.1
232,천안,2020-01-15 03:00,-6.5,-2.3
232,천안,2020-01-15 04:00,-6,-1.6
232,천안,2020-01-15 05:00,-6.1,-2.6
232,천안,2020-01-15 06:00,-6.8,-3.2
232,천안,2020-01-15 07:00,-7.1,-3.5
232,천안,2020-01-15 08:00,-7.3,-3.7
232,천안,2020-01-15 09:00,-5.8,-2.2
232,천안,2020-01-15 10:00,-2.6,.2
232,천안,2020-01-15 11:00,.1,1
232,천안,2020-01-15 12:00,1,1.3
232,천안,2020-01-15 13:00,1.3,2
232,천안,2020-01-15 14:00,1.8,2.4
232,천안,2020-01-15 15:00,1.9,1.9
232,천안,2020-01-15 16:00,1.9,1.3
232,천안,2020-01-15 17:00,1.4,.1
232,천안,2020-01-15 18:00,-.2,-.1
232,천안,2020-01-15 19:00,-1,-.4
232,천안,2020-01-15 20:00,-1.2,-.5
232,천안,2020-01-15 21:00,-2.6,-.7
232,천안,2020-01-15 22:00,-3.9,-.8
232,천안,2020-01-15 23:00,-3.7,-1
232,천안,2020-01-16 00:00,-4.6,-1.4
232,천안,2020-01-16 01:00,-5.8,-1.8
232,천안,2020-01-16 02:00,-5.7,-2.1
232,천안,2020-01-16 03:00,-6.6,-2.4
232,천안,2020-01-16 04:00,-7,-2.4
232,천안,2020-01-16 05:00,-6.9,-2.6
232,천안,2020-01-16 06:00,-7.4,-2.8
232,천안,2020-01-16 07:00,-7.5,-3
232,천안,2020-01-16 08:00,-7.3,-3
232,천안,2020-01-16 09:00,-5.5,-.9
232,천안,2020-01-16 10:00,-3.7,-.1
232,천안,2020-01-16 11:00,-.9,1
232,천안,2020-01-16 12:00,1,1.6
232,천안,2020-01-16 13:00,2.6,2.7
232,천안,2020-01-16 14:00,3.8,3.4
232,천안,2020-01-16 15:00,3.6,2.1
232,천안,2020-01-16 16:00,3.1,1.4
232,천안,2020-01-16 17:00,2.2,.2
232,천안,2020-01-16 18:00,1.1,0
232,천안,2020-01-16 19:00,0,-.1
232,천안,2020-01-16 20:00,-.2,-.3
232,천안,2020-01-16 21:00,-1.4,-.5
232,천안,2020-01-16 22:00,-1.9,-.4
232,천안,2020-01-16 23:00,-2.6,-.7
232,천안,2020-01-17 00:00,-3.2,-1
232,천안,2020-01-17 01:00,-3.7,-1.1
232,천안,2020-01-17 02:00,-4.2,-1.6
232,천안,2020-01-17 03:00,-4.8,-2
232,천안,2020-01-17 04:00,-5.4,-2.2
232,천안,2020-01-17 05:00,-5.3,-2.3
232,천안,2020-01-17 06:00,-5.9,-2.7
232,천안,2020-01-17 07:00,-6.9,-3
232,천안,2020-01-17 08:00,-7,-2.7
232,천안,2020-01-17 09:00,-5.5,-1.3
232,천안,2020-01-17 10:00,-3.5,-.1
232,천안,2020-01-17 11:00,-.9,.7
232,천안,2020-01-17 12:00,1.9,1.8
232,천안,2020-01-17 13:00,2.9,2.5
232,천안,2020-01-17 14:00,4.1,4.5
232,천안,2020-01-17 15:00,4.2,3.6
232,천안,2020-01-17 16:00,4.3,2
232,천안,2020-01-17 17:00,2.9,.1
232,천안,2020-01-17 18:00,1.6,0
232,천안,2020-01-17 19:00,.7,-.1
232,천안,2020-01-17 20:00,-1,-.3
232,천안,2020-01-17 21:00,-2.6,-.5
232,천안,2020-01-17 22:00,-2.9,-.4
232,천안,2020-01-17 23:00,-3.2,-.7
232,천안,2020-01-18 00:00,-3.9,-1.1
232,천안,2020-01-18 01:00,-4.6,-1.4
232,천안,2020-01-18 02:00,-4.9,-1.6
232,천안,2020-01-18 03:00,-5.3,-2.1
232,천안,2020-01-18 04:00,-5.5,-2
232,천안,2020-01-18 05:00,-6.2,-2.7
232,천안,2020-01-18 06:00,-5.9,-2.5
232,천안,2020-01-18 07:00,-6.4,-3.1
232,천안,2020-01-18 08:00,-7.3,-3.3
232,천안,2020-01-18 09:00,-5.1,-2.1
232,천안,2020-01-18 10:00,-2.8,0
232,천안,2020-01-18 11:00,1.6,1.2
232,천안,2020-01-18 12:00,3.4,2.3
232,천안,2020-01-18 13:00,5.1,4
232,천안,2020-01-18 14:00,5.8,5.4
232,천안,2020-01-18 15:00,5.9,4.8
232,천안,2020-01-18 16:00,5.6,2.9
232,천안,2020-01-18 17:00,4.6,-.1
232,천안,2020-01-18 18:00,2.7,-.1
232,천안,2020-01-18 19:00,1.9,-.3
232,천안,2020-01-18 20:00,0,-.4
232,천안,2020-01-18 21:00,-1.7,-.6
232,천안,2020-01-18 22:00,-2.9,-.8
232,천안,2020-01-18 23:00,-3.4,-1
232,천안,2020-01-19 00:00,-4,-1.2
232,천안,2020-01-19 01:00,-4.7,-1.3
232,천안,2020-01-19 02:00,-4.5,-1.3
232,천안,2020-01-19 03:00,-4.5,-1.3
232,천안,2020-01-19 04:00,-4.1,-1.2
232,천안,2020-01-19 05:00,-3.6,-1.2
232,천안,2020-01-19 06:00,-3.3,-1.1
232,천안,2020-01-19 07:00,-3,-.8
232,천안,2020-01-19 08:00,-2.2,-.7
232,천안,2020-01-19 09:00,-2,-.7
232,천안,2020-01-19 10:00,-.5,.1
232,천안,2020-01-19 11:00,1.2,.8
232,천안,2020-01-19 12:00,3.9,1.3
232,천안,2020-01-19 13:00,5.3,2
232,천안,2020-01-19 14:00,6.5,2.5
232,천안,2020-01-19 15:00,6.7,3.3
232,천안,2020-01-19 16:00,6.3,2.5
232,천안,2020-01-19 17:00,5.2,1.3
232,천안,2020-01-19 18:00,4.5,.6
232,천안,2020-01-19 19:00,3.1,.1
232,천안,2020-01-19 20:00,2.5,.2
232,천안,2020-01-19 21:00,2.5,.1
232,천안,2020-01-19 22:00,2.7,.1
232,천안,2020-01-19 23:00,1.8,.1
232,천안,2020-01-20 00:00,1.9,0
232,천안,2020-01-20 01:00,1.3,.1
232,천안,2020-01-20 02:00,1.1,.1
232,천안,2020-01-20 03:00,.8,.1
232,천안,2020-01-20 04:00,.9,.1
232,천안,2020-01-20 05:00,-.2,0
232,천안,2020-01-20 06:00,-1.4,-.3
232,천안,2020-01-20 07:00,-1.7,-.1
232,천안,2020-01-20 08:00,-1.2,.1
232,천안,2020-01-20 09:00,-.3,.2
232,천안,2020-01-20 10:00,1,.2
232,천안,2020-01-20 11:00,2.7,1.3
232,천안,2020-01-20 12:00,4.6,3.1
232,천안,2020-01-20 13:00,4.9,4.5
232,천안,2020-01-20 14:00,5.6,6.8
232,천안,2020-01-20 15:00,5.9,6.4
232,천안,2020-01-20 16:00,5.1,5.1
232,천안,2020-01-20 17:00,3.9,3.2
232,천안,2020-01-20 18:00,3.2,1.7
232,천안,2020-01-20 19:00,2.4,.2
232,천안,2020-01-20 20:00,2.1,.3
232,천안,2020-01-20 21:00,.9,-.1
232,천안,2020-01-20 22:00,-.3,-.5
232,천안,2020-01-20 23:00,-1,-.7
232,천안,2020-01-21 00:00,-1.8,-.9
232,천안,2020-01-21 01:00,-2.3,-1.1
232,천안,2020-01-21 02:00,-2.3,-1.3
232,천안,2020-01-21 03:00,-2.5,-1.5
232,천안,2020-01-21 04:00,-3,-1.8
232,천안,2020-01-21 05:00,-4.8,-2.1
232,천안,2020-01-21 06:00,-5.7,-2.6
232,천안,2020-01-21 07:00,-6.8,-3
232,천안,2020-01-21 08:00,-7.1,-3.3
232,천안,2020-01-21 09:00,-5.4,-1.9
232,천안,2020-01-21 10:00,-2.4,.2
232,천안,2020-01-21 11:00,-.4,.9
232,천안,2020-01-21 12:00,1.4,1.1
232,천안,2020-01-21 13:00,2.8,3.1
232,천안,2020-01-21 14:00,3.8,4.4
232,천안,2020-01-21 15:00,4.9,4.7
232,천안,2020-01-21 16:00,5.3,3.7
232,천안,2020-01-21 17:00,5,1.5
232,천안,2020-01-21 18:00,2.3,.1
232,천안,2020-01-21 19:00,-.3,-.3
232,천안,2020-01-21 20:00,-1.7,-.5
232,천안,2020-01-21 21:00,-2.3,-.3
232,천안,2020-01-21 22:00,-2.3,-.4
232,천안,2020-01-21 23:00,-2.5,-.5
232,천안,2020-01-22 00:00,-2.5,-.4
232,천안,2020-01-22 01:00,-2.3,-.3
232,천안,2020-01-22 02:00,-2.2,-.2
232,천안,2020-01-22 03:00,-1.9,-.2
232,천안,2020-01-22 04:00,-1.6,-.2
232,천안,2020-01-22 05:00,-1.3,-.1
232,천안,2020-01-22 06:00,-1.2,-.1
232,천안,2020-01-22 07:00,-.8,-.1
232,천안,2020-01-22 08:00,-.5,0
232,천안,2020-01-22 09:00,-.2,.1
232,천안,2020-01-22 10:00,.8,.3
232,천안,2020-01-22 11:00,2,.5
232,천안,2020-01-22 12:00,2.6,.4
232,천안,2020-01-22 13:00,3.2,.5
232,천안,2020-01-22 14:00,3.3,.5
232,천안,2020-01-22 15:00,3.9,.6
232,천안,2020-01-22 16:00,4.2,.6
232,천안,2020-01-22 17:00,4.1,.5
232,천안,2020-01-22 18:00,3.9,.4
232,천안,2020-01-22 19:00,3.7,.2
232,천안,2020-01-22 20:00,2.9,.1
232,천안,2020-01-22 21:00,1.6,.2
232,천안,2020-01-22 22:00,1.1,.1
232,천안,2020-01-22 23:00,.6,.1
232,천안,2020-01-23 00:00,.7,.2
232,천안,2020-01-23 01:00,.3,.1
232,천안,2020-01-23 02:00,.3,.1
232,천안,2020-01-23 03:00,.7,.2
232,천안,2020-01-23 04:00,.9,.2
232,천안,2020-01-23 05:00,.9,.1
232,천안,2020-01-23 06:00,.2,-.1
232,천안,2020-01-23 07:00,-1.2,-.2
232,천안,2020-01-23 08:00,-2,-.2
232,천안,2020-01-23 09:00,.2,.1
232,천안,2020-01-23 10:00,3,.5
232,천안,2020-01-23 11:00,6,2.2
232,천안,2020-01-23 12:00,7.8,8.2
232,천안,2020-01-23 13:00,9.7,11.3
232,천안,2020-01-23 14:00,11.1,12.2
232,천안,2020-01-23 15:00,11.1,11.6
232,천안,2020-01-23 16:00,10.3,9.9
232,천안,2020-01-23 17:00,8.6,6.2
232,천안,2020-01-23 18:00,6.6,3.8
232,천안,2020-01-23 19:00,5.7,2.5
232,천안,2020-01-23 20:00,5.3,1.7
232,천안,2020-01-23 21:00,4.8,1.2
232,천안,2020-01-23 22:00,4.4,.9
232,천안,2020-01-23 23:00,3.6,.3
232,천안,2020-01-24 00:00,2.6,-.4
232,천안,2020-01-24 01:00,1.1,-.7
232,천안,2020-01-24 02:00,-.1,.1
232,천안,2020-01-24 03:00,0,0
232,천안,2020-01-24 04:00,-1.1,-.1
232,천안,2020-01-24 05:00,-1.7,-.1
232,천안,2020-01-24 06:00,-2.2,-.3
232,천안,2020-01-24 07:00,-2.1,-.5
232,천안,2020-01-24 08:00,-3.2,-.6
232,천안,2020-01-24 09:00,-1.5,-.1
232,천안,2020-01-24 10:00,1.3,.5
232,천안,2020-01-24 11:00,4.2,1.6
232,천안,2020-01-24 12:00,6.2,7.9
232,천안,2020-01-24 13:00,7.7,11
232,천안,2020-01-24 14:00,8.4,12.4
232,천안,2020-01-24 15:00,8.7,11.5
232,천안,2020-01-24 16:00,8.8,9.4
232,천안,2020-01-24 17:00,7.9,6.1
232,천안,2020-01-24 18:00,5.9,3.1
232,천안,2020-01-24 19:00,3.8,1.9
232,천안,2020-01-24 20:00,2.7,.9
232,천안,2020-01-24 21:00,1.5,0
232,천안,2020-01-24 22:00,.7,.2
232,천안,2020-01-24 23:00,-.6,.1
232,천안,2020-01-25 00:00,-1.2,0
232,천안,2020-01-25 01:00,-1.6,-.3
232,천안,2020-01-25 02:00,-1.8,-.3
232,천안,2020-01-25 03:00,-2.2,-.3
232,천안,2020-01-25 04:00,-2.3,-.5
232,천안,2020-01-25 05:00,-2.4,-.4
232,천안,2020-01-25 06:00,-2.6,-.4
